Player Name,Batting Type,Hand,Pitching Type,Hand Bonus,Season,bruh,,,,
Memento Mori,BC,Right,,,6,,,,,
Stu PunDous,BC,Right,,,6,,,,,
Boots Poffenberger,WC,Left,,,6,,,,,
Sir Roderick Musclestache,P,Right,FP,H,6,,,,,
Nori Aru,1B,Right,NT,S,6,,,,,
Donnie Draper,S,Right,TT,S,6,,,,,
Zum Saparilla,1B,Left,,,6,,,,,
Layzer Gunn,XB,Right,EG,S,6,,,,,
Oliver Skipp,BC,Right,,,6,,,,,
Ray Dingerz,1B,Right,FP,H,6,,,,,
Trevor Mouseman,BC,Right,,,6,,,,,
Kenny Kawaguchi,XB,Right,WC,S,6,,,,,
Saitoo Syde,TT,Right,EN,B,6,,,,,
Che Or,BC,Right,WC,S,6,,,,,
Tommy Tightpants,BP,Right,TT,H,6,,,,,
Dirk Leschnewski,BP,Right,NT,B,6,,,,,
Apple Watch,BC,Left,,,6,,,,,
Turnip Stonk,XB,Left,TD,S,6,,,,,
Fik Seiko,1B,Left,1B,S,6,,,,,
Lonely Llama,WC,Right,BB,B,6,,,,,
Todd Bonzalez II,BN,Left,,,6,,,,,
J.E. Wilkins,S,Left,TD,H,6,,,,,
Ben Bramly,XB,Right,EN,B,6,,,,,
Tara Dactyl,TT,Right,TD,S,6,,,,,
Wallace Grommet,TT,Right,,,6,,,,,
Orlando Champagne,BP,Right,BS,H,6,,,,,
Ryan Tyburn,1B,Right,NH,H,6,,,,,
Iama Human,HK,Left,TT,H,6,,,,,
Poop McGee,XB,Left,BS,H,6,,,,,
Sablo Panchez,SM,Right,,,6,,,,,
Kris Kringle,1B,Right,1B,S,6,,,,,
Randy Pole,SF,Right,TT,S,6,,,,,
Baron Harold Willingsby,WC,Right,,,6,,,,,
Mike Hampton,TT,Right,,,6,,,,,
Hero Brine,BP,Right,WC,H,6,,,,,
John Smith,MH,Left,TT,S,6,,,,,
Large Attractive,BP,Right,,,6,,,,,
Bob Robb,S,Left,EG,H,6,,,,,
Maverick Jaxon Gambler,WC,Left,TT,H,6,,,,,
Supreme Asslord,1B,Left,TD,H,6,,,,,
Joey McCarty,TT,Right,NH,H,6,,,,,
Maxelia Gray,MH,Right,BS,S,6,,,,,
Haydn Werfer,S,Left,SF,S,6,,,,,
Iris Solstice,BP,Right,BS,H,6,,,,,
Catfish O'Acid,BC,Right,BF,H,6,,,,,
Anthony Richards,SM,Right,,,6,,,,,
Rhys Wilson,EN,Left,TD,H,6,,,,,
Aaron Burr,EN,Right,TT,H,6,,,,,
Alaric Davis,SM,Left,TD,H,6,,,,,
Emerson Austin,BP,Right,BF,H,6,,,,,
Abelardo Montoya,MH,Left,,,6,,,,,
Bartholomew J. Bottomtext,SM,Left,BF,H,6,,,,,
KlentakPay TheFuckingTax,WC,Right,,,6,,,,,
Hannibal Bligh,BN,Right,EG,B,6,,,,,
Monica M. Clinton,MH,Left,FP,H,6,,,,,
Oregano Moon,S,Left,,,6,,,,,
Corn Barn,MH,Right,TT,H,6,,,,,
Bad Mulligan,1B,Left,NH,B,6,,,,,
Thomas Chiggins,BP,Right,BS,B,6,,,,,
Jeffrey Nolan,BP,Right,TT,H,6,,,,,
Mecha Vulfzilla,BP,Left,EG,H,6,,,,,
Francis X. Clampazzo,SM,Right,TD,H,6,,,,,
cocl,BC,Left,WC,S,6,,,,,
Blackbean Burrito,MH,Right,SF,S,6,,,,,
Arthur Vandelay,HK,Left,FP,S,6,,,,,
Zephraim Donkus,S,Left,EG,S,6,,,,,
Homer Nocker,BC,Right,EG,S,6,,,,,
Joey Wheeler,TT,Right,BS,B,6,,,,,
Heechul Kim,BN,Left,BB,,6,,,,,
Jayson Kincaid,BP,Right,,,6,,,,,
Hunter Scott CCCXXVII,S,Left,TD,H,6,,,,,
Moby Dick,1B,Left,WC,H,6,,,,,
Pierre to the Throne,BC,Left,,,6,,,,,
Tabasco Greensauce,WC,Right,SF,B,6,,,,,
Salazar Santiago,SM,Left,BS,H,6,,,,,
King Kruul,TT,Left,,,6,,,,,
Kivik,BP,Right,,,6,,,,,
Velvet Scarlatina,1B,Right,NT,H,6,,,,,
Alex Peters,SM,Right,,,6,,,,,
J.J. Guemes,1B,Right,TT,H,6,,,,,
Benjamin Abenduct,SM,Left,WC,S,6,,,,,
Hudson Hildebrandt,SM,Left,TT,H,6,,,,,
Ed Turner,BC,Right,BB,S,6,,,,,
Ping Pong,MH,Left,,,6,,,,,
Paddy O'Connor,BC,Left,TT,H,6,,,,,
Eli Sasak,BP,Right,,,6,,,,,
Francis Swagger,MH,Left,BS,H,6,,,,,
Sandy Zipp,EN,Left,TT,H,6,,,,,
Ferret McGivins,XB,Right,BB,B,6,,,,,
Tex Hershey,WC,Left,BS,B,6,,,,,
Dick Sledge,TT,Right,BS,B,6,,,,,
Theodore Charmsek,1B,Right,,,6,,,,,
Gerald McCoy,BP,Left,EG,S,6,,,,,
Betardo Carrero,SF,Right,,,6,,,,,
Artanis Jones,SM,Left,BS,H,6,,,,,
Whitt Bass,BP,Right,NT,H,6,,,,,
Mattress,BC,Right,FP,S,6,,,,,
Demetrios Ooga,BC,Left,FP,S,6,,,,,
Fish Fingers,SM,Right,NH,S,6,,,,,
Henry Crowell,WC,Right,EN,S,6,,,,,
Lane Drew,BC,Left,NH,S,6,,,,,
BEST Nova,TT,Left,TT,H,6,,,,,
Javier Tootblan,XB,Right,,,6,,,,,
Joe Watson,WC,Right,TD,S,6,,,,,
Dirtbag Darrell,SM,Left,EG,S,6,,,,,
Starlight,BN,Left,EG,S,6,,,,,
Rotticus Scott,BC,Left,BF,B,6,,,,,
Bench Warmer,BP,Right,BS,H,6,,,,,
Methuselah Conzo,WC,Right,WC,B,6,,,,,
Kuuma Kivi,MH,Left,TT,B,6,,,,,
Jerry Jingles,BP,Right,BS,H,6,,,,,
Rickey Tucker,BP,Left,FP,H,6,,,,,
Artie Ziff,BN,Right,TT,H,6,,,,,
Geno Scaramucci,BP,Left,NT,B,6,,,,,
Ronald Eagle Jr.,1B,Right,,,6,,,,,
Bo-Horse Jackman,BN,Right,,,6,,,,,
Aych Imtiyaz,BC,Right,TD,H,6,,,,,
Coco Watanabe,1B,Right,BB,S,6,,,,,
Tequila Sunrise,1B,Left,EG,S,6,,,,,
Assassin Xekutioner,XB,Left,1B,S,6,,,,,
Jocko Jones,BN,Right,,,6,,,,,
Picov Andropov,XB,Left,,,6,,,,,
Bobo Bones,WC,Left,WC,S,6,,,,,
Randy Poovey,1B,Left,,,6,,,,,
Gang Weed,BC,Left,,,6,,,,,
Brian Talapia,BP,Left,WC,H,6,,,,,
Hornet Hives,BP,Left,BS,S,6,,,,,
Gray Goose McGillicuddy,S,Right,EG,H,6,,,,,
Edge Rocks,WC,Right,NT,B,6,,,,,
Ricky Isosceles,BN,Right,,,6,,,,,
Sal Robusta,WC,Left,,,6,,,,,
Reimer Gonzalez,WC,Left,EG,H,6,,,,,
Brian Zucchini,BC,Left,,,6,,,,,
Big Nutty,WC,Right,WC,B,6,,,,,
Tanner Hendrix,,Left,BS,H,6,,,,,
Stubby Footman,BN,Right,,,6,,,,,
Nate Kondylis,XB,Right,,,6,,,,,
Bingo Hammersmith,WC,Left,,,6,,,,,
Joaquin Flair,BC,Left,NH,H,6,,,,,
Leroy Hawk,BN,Left,,,6,,,,,
Sweet Bobby Dangles Jr,XB,Left,EN,H,6,,,,,
Speedy Claxton,S,Right,,,6,,,,,
Ace Sputley,BP,Right,BF,H,6,,,,,
Almondo Albuterol,TT,Right,,,6,,,,,
Mantis Toboggan,BP,Right,,,6,,,,,
Jimmy Haase,BP,Right,,,6,,,,,
Catfish Champ,XB,Right,,,6,,,,,
Lou Bronco,EN,Right,,,6,,,,,
Boots Malarkey,BP,Left,,,6,,,,,
Syd Kidd,BN,Left,EG,B,6,,,,,
Ethan Franklin,1B,Right,TT,S,6,,,,,
Hayden McCloud,XB,Left,WC,S,6,,,,,
Mongy Whumpus,1B,Left,TD,H,6,,,,,
Batter Buckland,S,Right,BS,B,6,,,,,
Rob Patterson,EN,Left,,,6,,,,,
Indy Sayne,BC,Right,,,6,,,,,
Connor Morgan,BC,Right,,,6,,,,,
Lord Azula,XB,Left,EG,S,6,,,,,
"Johnny ""Pudge"" Walker",MH,Right,EG,H,6,,,,,
Nicholas Fouss,S,Left,NH,H,6,,,,,
Davoin Shower-Handel,BC,Left,FP,S,6,,,,,
Dogwood Maple,XB,Right,BF,B,6,,,,,
Wonder Francoh,XB,Right,,,6,,,,,
Ananias Thomson,MH,Right,NH,B,6,,,,,
Doc Otis,1B,Left,TT,H,6,,,,,
Bames Nond,MH,Left,FP,S,6,,,,,
Egor Kucherov,BC,Left,,,6,,,,,
Kermit Shellb,BC,Right,BS,H,6,,,,,
Tate Spudworth III,XB,Left,,,6,,,,,
Chavo Delocho,BC,Left,BS,S,6,,,,,
Derek Bongiovanni,BP,Right,FP,B,6,,,,,
Thomas Beowulf Jr.,SM,Left,BS,B,6,,,,,
Willoughby Hoose,BC,Left,TT,H,6,,,,,
Kevin Arianna,HK,Left,TD,S,6,,,,,
Rocco Rudnikov,HK,Right,BF,B,6,,,,,
Harry Peritestes,1B,Right,EG,H,6,,,,,
Luap Renraw,1B,Right,,,6,,,,,
Ola Gjeilo,1B,Right,TT,H,6,,,,,
Riles McGiles,BP,Left,,,6,,,,,
Triston Uzumaki,BP,Right,BS,H,6,,,,,
Rex Kidobi,BC,Left,,,6,,,,,
Ty Palmatier,BP,Right,BS,B,6,,,,,
Fuzzy Spit,XB,Right,,,6,,,,,
Ayden Davis,EN,Right,BS,S,6,,,,,
Streetlamp LeMoose,EN,Left,TD,S,6,,,,,
Johnny Omar,WC,Right,BS,B,6,,,,,
Matthew Paul,MH,Right,NT,S,6,,,,,
Josh Peterson,XB,Right,FP,H,6,,,,,
Wazz Up,BN,Right,,,6,,,,,
Leonard Boyfriend,1B,Left,NT,H,6,,,,,
Dick Woolridge,BP,Right,BS,B,6,,,,,
Buck Armstrong,BP,Right,,,6,,,,,
Tyler Phoenix,SM,Right,,,6,,,,,
Merodach Baladan,1B,Right,,,6,,,,,
Mason Spurs,BC,Left,NT,S,6,,,,,
Morris Deratt,BN,Left,,,6,,,,,
Sevag Vapor,BC,Right,,,6,,,,,
Zoey Dalin,SF,Left,BF,H,6,,,,,
Cal Otter,1B,Left,,,6,,,,,
Alexander Hamilton II,1B,Left,BS,H,6,,,,,
Chase Hillinger,MH,Right,,,6,,,,,
Mike Unt,SF,Right,,,6,,,,,
Ax Finesse,TT,Right,,,6,,,,,
Dirk Digglet,1B,Left,WC,S,6,,,,,
Old Hoss Radbourne,BC,Left,EG,H,6,,,,,
Mrs Dirk,SF,Right,EG,S,6,,,,,
"Carl ""The Ace"" Kennedy",WC,Right,WC,S,6,,,,,
Pickle Rick Vaughan,1B,Left,,,6,,,,,
Damien Anderson,1B,Right,SF,S,6,,,,,
Hannah Outlaw,BN,Left,,,6,,,,,
Egirl Jimenez,BC,Left,,,6,,,,,
Skye McDowell,WC,Right,WC,S,6,,,,,
Richard Northstar,1B,Left,TT,S,6,,,,,
Dallas Houston,BP,Right,,,6,,,,,
Slow Low,BC,Right,1B,S,6,,,,,
Kyle Bellinger,BC,Left,,,6,,,,,
Rake Inthelake,WC,Left,BS,H,6,,,,,
Red Fox,BC,Right,,,6,,,,,
JZ,SM,Right,WC,S,6,,,,,
Dinglebop McKringleberry,1B,Right,,,6,,,,,
Cam Caminiti,TT,Right,,,6,,,,,
Sleve McDichael,WC,Right,BF,H,6,,,,,
JC Nicholson,WC,Right,NT,S,6,,,,,
Tristan Philip-guide,WC,Left,,,6,,,,,
Michael Pizza,SF,Right,,,6,,,,,
Nota Nam III,BP,Right,,,6,,,,,
Vinny Vedecci,BP,Left,BS,H,6,,,,,
Jack Alpha,BN,Right,BB,B,6,,,,,
Garrett Evans,BC,Right,BS,B,6,,,,,
Hank Murphy,BN,Left,BF,S,6,,,,,
Steel Pipe Simpson,BP,Left,FP,S,6,,,,,
Dick McScrotington,BC,Left,,,6,,,,,
Juan Diego De Las Rosas,1B,Right,,,6,,,,,
Henrik Omega,BP,Left,FP,S,6,,,,,
Kegs Mabry,HK,Left,,,6,,,,,
Edward Duncan,BP,Right,BS,S,6,,,,,
Lee Allen Ripley,BP,Left,FP,H,6,,,,,
Pedro Cerrano-Spaz,S,Left,BS,B,6,,,,,
Kirby Birch,WC,Right,TD,H,6,,,,,
Jason Varitek,SM,Right,,,6,,,,,
Mo Jungo,XB,Right,,,6,,,,,
Dan Gerzone,1B,Right,BS,B,6,,,,,
Alex Yaxley,P,Right,NH,S,6,,,,,
Tanguy Chan,XB,Left,,,6,,,,,
Homer Pimpson,WC,Left,,,6,,,,,
Mike Hawk,BN,Right,BS,B,6,,,,,
Rabbi Chase,BN,Right,BB,B,6,,,,,
Superbone Threefinger,WC,Right,TD,S,6,,,,,
Barney Summers,1B,Left,,,6,,,,,
Joe Random,BP,Right,,,6,,,,,
Takahiro Hirasawa,SM,Left,,,6,,,,,
Joe Trundle,BP,Right,,,6,,,,,
Spike McBride,BN,Right,,,6,,,,,
Matt Taylor,BC,Right,,,6,,,,,
Trevor Rose,BN,Right,TT,H,6,,,,,
ModeratoSevere PlaquePsoriasis,XB,Right,,,6,,,,,
Tencer Sporkelson,TT,Left,BS,B,6,,,,,
Bryant Gronkiewicz,P,Right,WC,B,6,,,,,
FitnessGram Pacer Test,SF,Right,,,6,,,,,
Brock Dusty,SF,Right,,,6,,,,,
Haywood Jablome,BP,Right,,,6,,,,,
Thaddeus Gomorrah,BC,Right,,,6,,,,,
LaPrince Frye,BC,Right,,,6,,,,,
Jackson Sanchez,SF,Right,TD,H,6,,,,,
Rick McLightning,BN,Right,,,6,,,,,
Einhorn,1B,Right,FP,S,6,,,,,
Vigolashi Dongeroso,S,Left,,,6,,,,,
Hingle McCringleberry,EN,Left,,,6,,,,,
Richard Saks,SM,Right,BS,H,6,,,,,
C.J. Yantzi,SF,Right,,,6,,,,,
Yukino Bijin,WC,Left,,,6,,,,,
Isaac Snowbender,HK,Left,1B,S,6,,,,,
Zelk Antilles,XB,Right,BF,S,6,,,,,
Derek Tombides,EN,Right,,,6,,,,,
Charpasm Chim,XB,Left,SF,H,6,,,,,
J.J. Romero,BN,Right,,,6,,,,,
Tristan Leung,S,Left,SF,S,6,,,,,
Richard Avery,SF,Right,,,6,,,,,
Guthlac son of Romund,WC,Left,,,6,,,,,
Waffles O'Laughlin,BC,Left,,,6,,,,,
Michael Ikenberry,BN,Left,BB,B,6,,,,,
Erin Pickles,WC,Right,,,6,,,,,
Bubba McCali,XB,Left,,,6,,,,,
John Johnson Jr.,S,Right,BF,H,6,,,,,
Isaac Saffron,1B,Left,WC,S,6,,,,,
Good Doggo,XB,Right,EG,S,6,,,,,
Nikola Tefla,XB,Left,FP,S,6,,,,,
Scrub Magooch,WC,Left,FP,H,6,,,,,
Corey Scooter,XB,Right,WC,H,6,,,,,
Bob Dobby,WC,Right,WC,S,6,,,,,
Doc Dockgoose,BN,Left,BS,H,6,,,,,
Garfield Chubbs,BP,Right,TD,S,6,,,,,
Terry Gaskins,XB,Left,TT,H,6,,,,,
Frederick Thunderpants,BP,Right,NT,S,6,,,,,
Mark Spoon,S,Left,FP,B,6,,,,,
Darius Fuller,S,Right,,,6,,,,,
Holden Summers,1B,Left,BS,H,6,,,,,
Jordan Peppers,1B,Right,FP,H,6,,,,,
Nate Lewis,BC,Right,,,6,,,,,
Eric Leeder,SF,Right,BS,B,6,,,,,
Dixon Uraz,S,Right,FP,S,6,,,,,
Kowboy Rivers,TT,Right,NT,B,6,,,,,
Delta Airlines,1B,Left,WC,B,6,,,,,
LaCarpetron Dukemarriot,SF,Right,TT,H,6,,,,,
Tendaji Okoye,WC,Left,,,6,,,,,
Jerry Ricecake,1B,Left,1B,H,6,,,,,
Haloick Oasis,S,Left,NT,B,6,,,,,
Ioe Torrent,BP,Right,WC,H,6,,,,,
Reggie Stocker,BP,Left,,,6,,,,,
Mike Litoris,BC,Left,BS,B,6,,,,,
Matt Longballo,1B,Right,BS,H,6,,,,,
Owen Doar,WC,Right,,,6,,,,,
Robben Banks,WC,Right,,,6,,,,,
Xavier Johnson,SM,Right,,,6,,,,,
Y.E. Wally,TT,Right,WC,H,6,,,,,
Larry Longshot,TT,Right,FP,H,6,,,,,
Gimpy Schlempteen 32,1B,Left,NH,S,6,,,,,
Don Chalupa,BC,Right,NH,H,6,,,,,
Juni Panda,SF,Left,TT,H,6,,,,,
Kyle Mullins,SF,Left,BS,B,6,,,,,
Deku Matsui,BC,Right,BS,H,6,,,,,
Nelson Van Halen,HK,Right,TT,B,6,,,,,
Jacky Wacky,S,Right,TT,H,6,,,,,
Vinny Vega,SF,Right,NT,S,6,,,,,
Legend 27,1B,Right,,,6,,,,,
Yahtzee Pinocchio,BC,Left,WC,B,6,,,,,
Harry McPotterson,HK,Left,BF,H,6,,,,,
Alternate Site,XB,Right,EG,B,6,,,,,
Phillip Mahooters,BC,Right,BB,B,6,,,,,
Anthony Burland,1B,Right,EG,S,6,,,,,
Kyl Saltzer,WC,Right,,,6,,,,,
Mad Jack,1B,Left,,,6,,,,,
IBO Bust,1B,Right,,,6,,,,,
Chris Orosz,WC,Right,EG,B,6,,,,,
Cam Singleton,1B,Left,EG,S,6,,,,,
Chuck McCluster,XB,Right,BS,H,6,,,,,
Johnnie Twofingers,1B,Right,TT,H,6,,,,,
Julio Escobar,MH,Right,,,6,,,,,
Dick Pole,MH,Right,,,6,,,,,
B.a. Dickey,S,Left,NH,S,6,,,,,
DeVon Pepper,BP,Left,,,6,,,,,
Beeg Yoshi,1B,Left,WC,H,6,,,,,
William Lloyd Garrison,XB,Right,WC,H,6,,,,,
Freddie Huff,WC,Right,WC,S,6,,,,,
Babraham Thincoln,BP,Left,,,6,,,,,
Herb Sessions,BP,Left,BS,H,6,,,,,
Mikel Jardin,TT,Left,TT,H,6,,,,,
Ryan Hamilton,WC,Right,,,6,,,,,
Ringo Starr,BN,Left,,,6,,,,,
Petey Biennel,TT,Right,BS,S,6,,,,,
Dart Ragusa,MH,Right,FP,H,6,,,,,
Sam Smith,BP,Right,,,6,,,,,
Jay Money,HK,Right,WC,H,6,,,,,
S. Jay Cutler,WC,Left,WC,B,6,,,,,
Cockus Mclong,BC,Right,EG,S,6,,,,,
Duke Silver,WC,Right,BS,B,6,,,,,
Rusty Nails,SM,Left,EG,B,6,,,,,
Festus Ezeli,1B,Right,BS,H,6,,,,,
Jaeger Ward,BP,Right,NH,B,6,,,,,
Tyler Pylon,1B,Left,FP,S,6,,,,,
James Jameson LXIX,WC,Left,WC,B,6,,,,,
Alexander West,SF,Right,TT,B,6,,,,,
Not From Wisconsin,XB,Right,BS,B,6,,,,,
Willians Adobestudio,BP,Right,TD,B,6,,,,,
Richard Thumpus,BP,Right,BS,H,6,,,,,
Seamore Asscrack,BC,Left,,,6,,,,,
Assassin Panda,BP,Left,,,6,,,,,
Eric Cowan,BN,Right,,,6,,,,,
River Ride,BC,Left,NH,S,6,,,,,
Duke McCracken,BP,Right,,,6,,,,,
Karl Jernigan,SM,Left,FP,S,6,,,,,
T.J. Valencia,1B,Left,BS,B,6,,,,,
Buttholo Colon,BN,Left,BS,H,6,,,,,
Roy Hobbs,1B,Right,,,6,,,,,
Christian Bevan,XB,Right,,,6,,,,,
Nico Bico II,BN,Left,,,6,,,,,
Edward Freeman,BC,Left,,,6,,,,,
Skinny Bear Brown Hill,BN,Right,BS,B,6,,,,,
Steven Seagal,XB,Right,FP,H,6,,,,,
Ray Saint Pete,1B,Right,,,6,,,,,
God Carew,1B,Left,,,6,,,,,
Werewolf Mommie,WC,Right,,,6,,,,,
Macho Man,S,Right,,,6,,,,,
Mike Griffey,EN,Right,,,6,,,,,
Lionel Houser,XB,Right,,,6,,,,,
Testiclees Vas Deferens,BN,Right,,,6,,,,,
Max Stephenson,MH,Right,,,6,,,,,
Brock Thruster,P,Right,BF,B,6,,,,,
Jack Monaco,BC,Right,,,6,,,,,
Christian vaquero,,Right,BB,S,6,,,,,
Cesar Rosales,,,NTH,H,6,,,,,
Jon Michel,,Right,NH,S,6,,,,,
Limon Cristo,SM,Right,NT,H,6,,,,,
G.H. Morello,BC,Right,BS,H,6,,,,,
Buster Hyman,BP,Left,BS,B,6,,,,,
Jordon Canning,MH,Right,FP,S,6,,,,,
Callie Braden,MH,Left,BS,H,6,,,,,
Bud Tuggli,BN,Left,NT,H,6,,,,,
Johnny Hendrix,BC,Right,BS,B,6,,,,,
Henryk Szydlowski,WC,Right,TT,H,6,,,,,
Frankson Ahtra,BC,Left,,,6,,,,,
Daz Reference,BP,Right,,,6,,,,,
Sal Shark,BN,Right,BB,B,6,,,,,
John-Rhys Ealy,WC,Right,,,6,,,,,
Tremendous Masters,BP,Right,,,6,,,,,
Briek Vermeesch,XB,Right,,,6,,,,,
Archibald Rickey,XB,Right,,,6,,,,,
Peyton Purple,XB,Right,,,6,,,,,
Westy Hamlin Jr.,BP,Right,,,6,,,,,
Jon Wirthermin,EN,Right,BS,H,6,,,,,
Dinger McGee,MH,Right,,,6,,,,,
Bobby White,BC,Left,,,6,,,,,
Tony McGooch,S,Right,,,6,,,,,
Will Power,BN,Right,,,6,,,,,
Odin Luka,TT,Right,,,6,,,,,
James Garfield,BC,Left,,,6,,,,,
Lucifer Putts,SM,Left,,,6,,,,,
Moe Lester,BC,Left,BF,B,6,,,,,
Silver Edgeworth,BP,Right,BF,B,6,,,,,
Michael Voorhees,BN,Left,,,6,,,,,
Rusty Shackleford,HK,Left,,,6,,,,,
Ben Beezle,WC,Right,,,6,,,,,
JT GarciaParr,XB,Right,,,6,,,,,
Chad Kroeger,XB,Left,,,6,,,,,
Arata Hightower,BN,Right,,,6,,,,,
Jose Canyousico,WC,Right,FP,H,6,,,,,
Dane Konrad,BC,Left,BS,B,6,,,,,
Heavy Raine,BP,Left,,,6,,,,,
Jose Jose-Jose,MH,Right,,,6,,,,,
Kimberly Jongun,WC,Right,,,6,,,,,
Ross Fire,1B,Right,,,6,,,,,
Austin Schwartz,1B,Left,,,6,,,,,
Blandon Brade,BP,Right,,,6,,,,,
Forrest Gleeson,BN,Right,,,6,,,,,
Byron Leftwich,SM,Left,BB,B,6,,,,,
Julio Cesar,BN,Right,,,6,,,,,
Katia Wölfe,EN,Left,EN,B,6,,,,,
Ziggy Cedar,S,Left,,,6,,,,,
Bear Thomas,HK,Right,,,6,,,,,
Todd Bonzalez,BN,Right,BF,S,6,,,,,
Whorpus Whiff,SM,Right,BS,H,6,,,,,
Forrest Saathoff,TT,Right,,,6,,,,,
Biggie Moonshota,BP,Left,,,6,,,,,
Carter Strong,SF,Left,,,6,,,,,
Ducci Verducci,MH,Left,EG,S,6,,,,,
Buttfart McPoopus,BP,Right,WC,S,6,,,,,
Les Dee-Ache,WC,Right,,,6,,,,,
John Bumbus,BC,Right,,,6,,,,,
Pretzels Poffenberger,BN,Right,,,6,,,,,
Jesse Kilgannon,BC,Right,,,6,,,,,
JR Smoove,BN,Right,,,6,,,,,
Gottlieb Giannopolous,EN,Right,,,6,,,,,
Pete Goldinger,BC,Right,NH,B,6,,,,,
Randy Pinkwood,XB,Right,,,6,,,,,
Miles Morales,BN,Left,,,6,,,,,
Kenneth Moore,BN,Left,,,6,,,,,
Casey Nine,BC,Left,,,6,,,,,
Doc JaAm,1B,Right,,,6,,,,,
Mike Oxlittle,BN,Right,,,6,,,,,
Otis Nixon Sr.,MH,Left,,,6,,,,,
Jerome Garcia,BC,Right,BS,B,6,,,,,
B.B. Bambino Jr.,SM,Right,,,6,,,,,
Pablo Sanchez,BN,Right,,,6,,,,,
Chaz McDunnough,S,Right,,,6,,,,,
Stephen Seconds,BN,Left,,,6,,,,,
Crawdaddy,1B,Right,EG,S,6,,,,,
Carlos,WC,Left,WC,H,6,,,,,
Tyler Gordon,S,Left,EG,B,6,,,,,
Mako Bierman,BP,Left,,,6,,,,,
Slapshot Brady,XB,Right,,,6,,,,,
Tommy Brown,TT,Left,,,6,,,,,
Tommy Oldman,S,Right,,,6,,,,,
Jack Meloy,BP,Right,,,6,,,,,
Meerkat Timmons,EN,Left,EG,S,6,,,,,
Mac Aves,XB,Left,,,6,,,,,
Nikki Falke,BC,Left,,,6,,,,,
Owen Thirlwell,BC,Right,,,6,,,,,
Nikolas Romero,BN,Right,,,6,,,,,
Clipper Charge,BC,Right,,,6,,,,,
Chad Berry,WC,Right,,,6,,,,,
Federal Credit Union Boi,1B,Right,,,6,,,,,
Ted James III,1B,Right,,,6,,,,,
Jasmine Skyla,1B,Right,BS,S,6,,,,,
Jeorjhe Jerome,BP,Right,,,6,,,,,
Scotty Smalls,BC,Right,,,6,,,,,
Boof Jones,1B,Left,EG,B,6,,,,,
Antonin Periwinkle,XB,Left,,,6,,,,,
Dmitri Petrovich,SM,Right,SF,H,6,,,,,
Swing N. Miss,1B,Right,FP,S,6,,,,,
Hans Ali,MH,Right,NH,S,6,,,,,
Cal Tiberius Jr.,BN,Left,BF,B,6,,,,,
Lane Clementine IV,MH,Left,BS,H,6,,,,,
Teddy Blisblinne,BN,Left,NH,S,6,,,,,
Alex Moran,1B,Right,,,6,,,,,
Gil Metz,XB,Left,TT,S,6,,,,,
Tommy Testudo,WC,Right,,,6,,,,,
Gianni,BC,Right,,,6,,,,,
Chris P. Bacon,BC,Right,FP,S,6,,,,,
Niklas Sheely,BC,Right,,,6,,,,,
Justin Dingers,XB,Right,,,6,,,,,
Petetholomew Preller,1B,Left,EG,B,6,,,,,
Charles Magnus,BP,Right,BS,S,6,,,,,
Pike Miazza,BP,Right,,,6,,,,,
King Fielder,BP,Right,,,6,,,,,
Trey Rangers,BN,Right,,,6,,,,,
Zachary Benz,EN,Left,,,6,,,,,
Ozzie Baez,BN,Right,,,6,,,,,
Ethyn Williams,TT,Left,,,6,,,,,
Sadler Oriole,BC,Right,,,6,,,,,
Jake Blee,WC,Right,,,6,,,,,
Angel Leon,BN,Right,BS,B,6,,,,,
Jeo From,S,Right,,,6,,,,,
Levi Pyram,BC,Right,BB,B,6,,,,,
Dig Bick,MH,Right,,,6,,,,,
Doob Tuber,XB,Left,TT,H,6,,,,,
Charles Lindberg,BP,Left,,,6,,,,,
Michael Deemer,EN,Right,,,6,,,,,
Caelan Rooney,EN,Right,,,6,,,,,
Fly Spaceman,BN,Left,,,6,,,,,
KayLee Stewart,BP,Right,,,6,,,,,
Dr.Degratest Toevadoit,S,Right,,,6,,,,,
Cannibal Johnson,BP,Right,EG,H,6,,,,,
Pablo Sanchez III,SM,Right,NH,S,6,,,,,
Seik Golden,BC,Right,EG,B,6,,,,,
Tommy Foxconn,SM,Right,NH,S,6,,,,,
Biff Studd,TT,Right,,,6,,,,,
walnuts labonte,1B,Right,,,6,,,,,
Rapid Eagle,MH,Right,TD,H,6,,,,,
JP Panik,BC,Left,,,6,,,,,
Rich Poorman,1B,Right,,,6,,,,,
Trontavious Saddlebags,BP,Right,,,6,,,,,
Becky McBadbat,WC,Left,,,6,,,,,
Carson McSchellenturd,MH,Right,TT,S,6,,,,,
Mike Rodick,S,Right,,,6,,,,,
Charlie Yeager,EN,Left,BS,H,6,,,,,
Joel Embiid,S,Left,EG,S,6,,,,,
Oliver Yu,TT,Right,TD,B,6,,,,,
Willie Dustice,TT,Left,,,6,,,,,
Joey-Claire Hiveswap,EN,Left,,,6,,,,,
Scottish Tweegy,BC,Right,,,6,,,,,
Dwendle Van Hammersmith,1B,Right,,,6,,,,,
Autumn Halladay,BC,Left,,,6,,,,,
Formal Riot,BC,Right,,,6,,,,,
Conrad Love,BN,Left,,,6,,,,,
Buckeye Logan II,BC,Right,,,6,,,,,
Splash Nelson,1B,Right,,,6,,,,,
